tweet_id,favorites,retweets,user_followers,user_favourites,date_time
738402415918125056,3249,840,8769723,145944,2016-06-02 16:10:29
738184450748633089,4317,1206,8769723,145944,2016-06-02 01:44:22
738166403467907072,8778,3353,8769723,145944,2016-06-02 00:32:39
738156290900254721,2510,645,8769723,145944,2016-06-01 23:52:28
737826014890496000,5271,1768,8769723,145944,2016-06-01 02:00:04
737800304142471168,9979,3451,8769723,145944,2016-06-01 00:17:54
737678689543020544,5043,1319,8769723,145944,2016-05-31 16:14:39
737445876994609152,10257,4454,8769723,145944,2016-05-31 00:49:32
737322739594330112,3607,812,8769723,145944,2016-05-30 16:40:14
737310737551491075,14670,7423,8769723,145944,2016-05-30 15:52:33
736736130620620800,4263,1732,8769723,145944,2016-05-29 01:49:16
736392552031657984,17671,7362,8769723,145944,2016-05-28 03:04:00
736365877722001409,3971,1245,8769723,145944,2016-05-28 01:18:00
736225175608430592,8127,2781,8769723,145944,2016-05-27 15:58:54
736010884653420544,7882,2987,8769723,145944,2016-05-27 01:47:23
735991953473572864,3592,1150,8769723,145944,2016-05-27 00:32:10
735648611367784448,4024,1102,8769723,145944,2016-05-26 01:47:51
735635087207878657,6166,2346,8769723,145944,2016-05-26 00:54:06
735274964362878976,13000,5027,8769723,145944,2016-05-25 01:03:06
735256018284875776,3328,883,8769723,145944,2016-05-24 23:47:49
735137028879360001,3126,967,8769723,145944,2016-05-24 15:55:00
734912297295085568,2747,524,8769723,145944,2016-05-24 01:02:00
734787690684657664,12518,6265,8769723,145944,2016-05-23 16:46:51
